emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,drink_id
0.0,0.0,0.0,0.024519341,0.0,0.0047462266,0.0,0.0,0.0,0.011019092,0.19917317,0.11757811,0.0,0.0,0.000633141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749478,0.0,0.01641478,0.033590265,0.0,0.0,0.0,0.11393232,117
0.0,0.0,0.03826888,0.037197944,0.0,0.0,0.0,0.0,0.0,0.0,0.048085924,0.07284802,0.0,0.0,0.014985561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16261758,0.0056486726,0.04936359,0.0,0.0,0.0,0.0,0.06490564,388
0.0,0.0,0.0,0.0,0.0117117725,0.0,0.0,0.0,0.0,0.0,0.068821765,0.08775222,0.0,0.0,0.06661643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19442421,0.0,0.0031373966,0.0,0.0,0.0,0.0,0.14317258,390
0.0,0.0,0.0,0.029051432,0.0,0.0,0.0,0.0,0.0,0.0,0.07352195,0.13445222,0.0,0.0,0.025728904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08874135,0.034283645,0.019486707,0.0,0.0,0.0,0.0,0.099760905,410
0.0,0.0,0.0,0.0,0.028878968,0.0,0.0,0.0,0.0,0.0,0.05904511,0.13869514,0.0,0.0,0.054787334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1172246,0.054143876,0.0,0.0,0.0,0.0,0.0,0.01160039,406
0.0,0.0,0.0,0.0701432,0.0,0.0,0.0,0.0,0.0,0.0,0.12187178,0.14814298,0.0,0.0,0.018852975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08861551,0.0,0.0,0.0,0.0,0.0,0.0,0.08085601,389
0.0,0.0,0.0,0.0390852,0.00226981,0.0,0.0,0.0,0.0,0.0,0.118288174,0.08128473,0.0,0.0,0.010305908,0.0,0.0,0.0,0.0,0.0,0.015273526,0.0,0.0,0.0,0.15558572,0.0,0.07734339,0.0,0.0,0.0,0.0,0.024723396,392
0.0,0.0,0.0,0.0,0.0,0.0016838303,0.0,0.0,0.0,0.0,0.19543864,0.10473954,0.0,0.0,0.038768914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08869137,0.0,0.052372698,0.0,0.0,0.0,0.0,0.14890388,404
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10738492,0.035262644,0.0,0.0,0.060716648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10494085,0.0,0.07162185,0.0,0.0,0.0,0.0,0.10699882,402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104115725,0.0,0.0,0.0,0.04888997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14918041,0.0,0.09944567,0.0,0.0,0.0,0.0,0.07684725,399
0.0,0.0,0.0,0.0,0.044823322,0.0,0.0,0.0,0.0,0.0,0.11293781,0.066030845,0.0,0.0,0.09194948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023823358,0.0,0.05564173,0.0,0.0,0.0,0.0,0.10646637,155
0.0,0.0,0.02791977,0.0026999277,0.0,0.061168518,0.043375663,0.0,0.0,0.020586377,0.20825553,0.18188167,0.0,0.0,0.0,0.0023679212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09604417,0.0,0.04225355,0.04513975,0.0,0.0,0.0,0.2510061,118
0.0,0.0,0.0,0.0,0.050019234,0.0,0.0,0.0,0.0,0.0,0.17247854,0.0654574,0.0,0.0,0.0178345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054558378,0.0,0.0,0.0,0.0,0.0,0.0,0.055337273,3
0.0,0.0,0.0,0.0,0.0,0.006493138,0.0,0.0,0.0,0.0,0.11117843,0.044916287,0.0,0.0029847734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027263975,0.0,0.013774054,0.041550823,0.0,0.0,0.0,0.024101295,1
0.0,0.0,0.0010183752,0.0,0.04876236,0.0,0.0,0.0,0.0,0.0,0.15070711,0.0785697,0.0,0.0,0.014587831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1308531,0.0,0.05730974,0.010825936,0.0,0.0,0.0,0.07082904,89
0.0,0.0,0.0071444884,0.0,0.034068283,0.003283984,0.0,0.0,0.0,0.0,0.17754287,0.1304403,0.024011642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570391,0.0,0.0,0.05244423,0.0,0.0,0.0,0.079873934,2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048750903,0.14558487,0.0,0.07384025,0.03490241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13414995,0.046021283,0.058051694,0.0,0.0,0.0,0.0,0.023750938,408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15322214,0.09985156,0.0,0.0,0.053140316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14337438,0.0,0.0,0.0,0.0,0.0,0.0,0.14429381,391
0.0,0.0,0.0,0.0,0.09183128,0.0,0.0,0.0,0.0,0.019427817,0.104861416,0.12675503,0.0,0.0,0.105806425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.090527326,0.0,0.00563135,0.0,0.0,0.0,0.0,0.102203295,286
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059088677,0.13995187,0.12754993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10549359,0.0,0.061350044,0.0,0.0,0.0,0.0,0.16641568,126
0.0,0.0,0.0,0.0,0.02437174,0.009153511,0.0,0.0,0.0,0.0,0.17777644,0.113963656,0.0,0.0,0.07794471,0.035275243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055037674,0.0,0.0,0.0,0.0,0.0,0.0,0.17468128,174
0.0,0.0,0.0,0.0,0.03303581,0.0,0.0,0.0,0.0,0.0,0.17603937,0.07111885,0.0,0.0,0.088273704,0.0,0.0,0.005818694,0.0,0.0,0.0,0.0,0.0,0.0,0.049823508,0.0,0.01761315,0.0,0.0,0.0,0.0,0.17747681,179
0.0,0.0,0.0,0.0,0.024289463,0.0,0.0,0.0,0.0,0.0,0.20554486,0.09201367,0.0,0.0,0.01647614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08466862,0.0,0.01771702,0.0058868155,0.0,0.0,0.0,0.10495747,90
0.0,0.010490984,0.039951324,0.021775095,0.0,0.01192067,0.005351275,0.0,0.0,0.039464094,0.14918807,0.22438183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012095451,0.09796943,0.0,0.07998222,0.04263551,0.0,0.0,0.0,0.19725724,124
0.0,0.0,0.0,0.0,0.13052417,0.0,0.0,0.0,0.0,0.037154153,0.12208523,0.104536355,0.0,0.0,0.03277001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07351446,0.0,0.0,0.024963936,0.0,0.0,0.0,0.03406375,53
0.0,0.0,0.0,0.0,0.041300945,0.0,0.0,0.0,0.0,0.0002252683,0.13689044,0.040958278,0.0,0.0,0.07236488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.075653054,0.0,0.051645044,0.0,0.0,0.0,0.0,0.13867015,184
0.0,0.0,0.0,0.0,0.041037634,0.0008413661,0.0,0.0,0.0,0.01693428,0.15850186,0.15053344,0.0,0.0,0.0,0.0,0.0,0.0,0.010285019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1042708,69
0.0,0.0,0.0,0.0,0.08869557,0.0,0.0,0.0,0.0,0.0,0.16674039,0.06895664,0.006460704,0.0,0.020192575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008451469,0.0,0.0,0.07842157,0.0,0.0,0.0,0.048946336,8
0.0,0.0,0.0,0.05268767,0.0,0.0,0.0,0.0,0.0,0.00027227774,0.17887203,0.13289788,0.0,0.0,0.0049807057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08419563,0.0,0.0022886656,0.0,0.0,0.0,0.0,0.09554741,216
0.0,0.0,0.0,0.014200682,0.0,0.0,0.0,0.08106669,0.0,0.044635825,0.05348953,0.122755885,0.03459931,0.0,0.019256871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06325056,0.0,0.0,0.0,0.0,0.0,0.0,0.069068,413
0.0,0.0,0.0,0.0,0.0,0.012516628,0.0,0.01010114,0.0,0.0,0.19204387,0.13352108,0.0,0.0,0.038139235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11064488,0.0,0.071667254,0.0,0.0,0.0,0.0,0.16014199,156
0.0,0.0,0.0,0.0,0.077957846,0.0,0.0,0.0,0.0,0.022279888,0.12678216,0.02927138,0.0,0.0,0.09370865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16864228,0.0,0.08241831,0.0,0.0,0.0,0.0,0.108981706,164
0.0,0.0,0.036284953,0.014850082,0.0,0.021125741,0.0,0.0,0.0,0.0,0.1497579,0.06262316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15575148,0.0,0.046295606,0.04963215,0.0,0.0,0.0,0.08156237,116
0.0,0.0,0.02253832,0.046125446,0.0,0.01647351,0.0,0.0,0.0,0.0,0.06172437,0.040701523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556856,0.0,0.1009783,0.01454485,0.0,0.0,0.0,0.08450828,229
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17619027,0.06399411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12484692,0.0,0.011249333,0.0,0.0,0.0,0.0,0.12200323,186
0.0,0.0,0.021276288,0.025405262,0.0,0.0,0.0,0.0,0.0,0.0,0.16235247,0.07202975,0.0,0.0,0.0031409822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1110041,0.0,0.08948664,0.0,0.0,0.0,0.0,0.11360208,241
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14330879,0.09426745,0.0,0.0,0.077370524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07798305,0.0,0.07777284,0.0,0.0,0.0,0.0,0.124057874,188
0.0,0.0,0.0,0.0030537513,0.018883303,0.0,0.0,0.0,0.0,0.0,0.002621062,0.120794415,0.0,0.03237798,0.03560776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15099163,0.02647955,0.0,0.0,0.0,0.0,0.0,0.04565007,412
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031056255,0.11392598,0.081780225,0.0,0.0,0.08296479,0.0071937516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074738204,0.0,0.0,0.0,0.0,0.0,0.0,0.09422997,400
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013475999,0.0,0.0,0.092357665,0.14526787,0.0,0.024215255,0.03708392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093084864,0.0,0.0,0.0,0.0,0.0,0.0,0.049567886,409
0.0,0.0,0.0,0.0,0.04867427,0.0,0.0,0.0,0.0,0.01627193,0.15842041,0.10016323,0.018446967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061723817,0.0,0.0,0.035237733,0.0,0.0,0.020033512,0.11218962,5
0.0,0.0,0.0,0.0,0.002504684,0.0,0.0,0.0,0.0,0.0115517005,0.053375002,0.058236893,0.0,0.0,0.008900978,0.0,0.0,0.0006370172,0.0,0.0,0.0,0.0,0.0,0.0,0.1630585,0.0,0.08789332,0.0,0.0,0.00030308962,0.0,0.09465985,349
0.0,0.0,0.0,0.0,0.10256119,0.0,0.0,0.0,0.0,0.0,0.123107135,0.11505687,0.0,0.0,0.12404138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114345305,0.0,0.014416386,0.0,0.0,0.0,0.0,0.18821616,105
0.0,0.0,0.0,0.032418836,0.0,0.0,0.0,0.0,0.0,0.0,0.1431084,0.12218592,0.0,0.0,0.02424223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07729515,0.0,0.0,0.0,0.0,0.0,0.0,0.081023104,341
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15735753,0.056348704,0.0,0.0,0.03370656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04919835,0.0,0.06335831,0.0,0.0,0.0,0.0,0.11908648,403
0.0,0.0,0.0,0.0,0.057280827,0.0,0.0,0.0,0.0,0.0,0.1447467,0.12059707,0.0,0.0,0.11801034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12276001,0.0,0.023087636,0.0,0.0,0.0,0.0,0.1630097,104
0.0,0.0,0.004862182,0.0,0.02462769,0.019104492,0.0,0.0,0.0,0.0,0.1705092,0.08003905,0.0,0.0,0.0,0.0,0.0,0.008994398,0.0,0.0,0.0,0.0,0.0,0.0,0.06521122,0.0,0.0,0.08532961,0.0,0.0,0.0,0.09817981,29
0.0,0.0,0.0,0.0,0.00011469796,0.0,0.0,0.0,0.0,0.0,0.16875589,0.12355321,0.0,0.0,0.019847382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10914066,0.0,0.008134003,0.012731794,0.0,0.0,0.0,0.12877795,200
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024606202,0.107167624,0.098031625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1337732,0.0,0.0924034,0.0,0.0,0.0,0.0,0.10757734,125
0.0,0.0,0.0,0.0,0.0,0.02878327,0.0,0.0,0.0,0.0,0.24288921,0.033255614,0.0024545863,0.0,0.018666696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10385688,0.0,0.08817388,0.0033410974,0.0,0.0,0.0,0.113701396,159
0.0,0.0,0.0,0.0,0.034643102,0.058343705,0.0,0.0,0.0,0.007957622,0.17139956,0.08380563,0.0,0.0,0.029742505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05827011,0.0,0.0,0.010973271,0.0,0.0,0.0,0.10220191,82
0.0,0.0,0.0,0.0,0.0996806,0.0,0.0,0.0,0.0,0.0,0.13314885,0.0795762,0.0,0.0,0.025574915,0.0,0.0,0.0,0.02644182,0.0,0.0,0.0,0.0,0.0,0.07894435,0.0,0.0,0.012771353,0.0,0.0,0.022814885,0.08613512,83
0.0,0.0,0.043500535,0.026192104,0.0,0.0031805793,0.0,0.0,0.0,0.0,0.111040205,0.06356515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16545442,0.0,0.051950544,0.024292039,0.0,0.0,0.0,0.072409935,215
0.0,0.0,0.026393853,0.0,0.005825611,0.0,0.0,0.0,0.0,0.0,0.083269306,0.0974554,0.0,0.0,0.066062495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16358227,0.0,0.03453234,0.0,0.0,0.0,0.0,0.1273432,287
0.0,0.0,0.0,0.0,0.10740927,0.0,0.0,0.0,0.0,0.0,0.055295154,0.12879135,0.0,0.0,0.10828002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11571475,0.0,0.046965055,0.0,0.0,0.0,0.0,0.090559475,277
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010579042,0.0,0.045565624,0.13697779,0.07295947,0.027103513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1056899,0.0,0.033705555,0.0,0.0,0.0,0.0,0.113699175,350
0.0,0.0,0.0,0.0,0.031248618,0.019759431,0.0,0.0,0.0,0.076519355,0.106206104,0.070098385,0.0,0.0,0.039860792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05977064,0.0,0.023036672,0.017752258,0.0,0.0,0.0,0.08925197,65
0.0,0.0,0.0,0.0,0.0828245,0.0,0.0,0.0,0.0,0.0,0.14956431,0.1000182,0.032222122,0.0,0.0071745347,0.0,0.006886266,0.054143116,0.0,0.0,0.0,0.0,0.0,0.0,0.11904523,0.0,0.0,0.0,0.0,0.0,0.04646767,0.11894049,10
0.0,0.0,0.0,0.0,0.0235586,0.0,0.0,0.06875556,0.0,0.0,0.115405016,0.1524123,0.010046713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009364441,0.0,0.0,0.0,0.0,0.0,0.0,0.06192277,415
0.0,0.0,0.0,0.0,0.049461573,0.0,0.0,0.0,0.0,0.0,0.16409135,0.04963658,0.0,0.0,0.055100013,0.0,0.0,0.02117427,0.0,0.0,0.0,0.0,0.0,0.0,0.16163002,0.0,0.06257829,0.0,0.0,0.0,0.0,0.15694702,95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032278746,0.091180325,0.0,0.0,0.010342978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1759927,0.0,0.11469135,0.0,0.0,0.0,0.0,0.084223144,394
0.0,0.0,0.0,0.0,0.05352225,0.0,0.0,0.0,0.0,0.0,0.18735048,0.07708514,0.009977415,0.0,0.043961998,0.0,0.0011600256,0.034800906,0.0,0.0,0.0,0.0,0.0,0.0,0.15197709,0.0,0.0,0.0,0.0,0.0,0.0,0.14851536,92
0.0,0.0,0.0,0.0,0.01977171,0.0,0.0,0.0,0.0,0.0,0.20608786,0.06075148,0.0,0.0,0.062140036,0.0,0.010014586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13217486,0.0,0.06415322,0.0,0.0,0.0,0.0,0.10161954,166
0.0,0.0,0.0,0.035842434,0.0013302043,0.0,0.0,0.0,0.0,0.0011542141,0.18084995,0.120891616,0.0,0.0,0.021567442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1105702,0.0,0.022971874,0.0,0.0,0.0,0.019121736,0.05878757,393
0.0,0.0,0.0,0.0,0.078659505,0.0,0.0,0.0,0.0,0.015928205,0.11932541,0.1042822,0.021956705,0.0,0.038084902,0.0,0.00573349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08494421,0.0,0.0,0.0,0.0,0.0,0.017113201,0.07468675,14
0.0,0.0,0.0,0.025088426,0.0,0.0,0.0,0.066389725,0.0,0.018865649,0.13682508,0.12911367,0.0,0.0,0.0038658716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06415789,0.0,0.0,0.0,0.0,0.0,0.0,0.14352603,411
